name,country_iso2,lat,lon,population
Hoogstraten,BE,51.40029,4.76034,18524
Hooglede,BE,50.98333,3.08333,9900
Holsbeek,BE,50.92097,4.75747,9094
Hollogne-aux-Pierres,BE,50.64059,5.47179,14944
Hofstade,BE,50.9613,4.02663,5927
Hoevenen,BE,51.30604,4.40203,8473
Hoeselt,BE,50.84714,5.48767,9265
Hoeilaart,BE,50.7673,4.46835,10272
Hoboken,BE,51.17611,4.34844,34443
Hingene,BE,51.10345,4.26904,5047
Heverlee,BE,50.86426,4.69597,23278
Hever,BE,50.99545,4.55126,6426
Heusy,BE,50.57457,5.86618,15420
Heusden,BE,51.03664,5.28013,31017
Heusden,BE,51.02815,3.80425,8606
Heule,BE,50.83752,3.23818,11873
Herzele,BE,50.88681,3.89014,16523
Herve,BE,50.64083,5.79353,16544
Herstal,BE,50.66415,5.62346,36503
Herselt,BE,51.05159,4.88231,13493
Herseaux,BE,50.71667,3.21667,9048
Herne,BE,50.72423,4.03481,6459
Herk-de-Stad,BE,50.94013,5.16636,11566
Herentals,BE,51.17655,4.83248,25912
Herent,BE,50.90861,4.67056,19218
Hensies,BE,50.43263,3.68411,6390
Hemiksem,BE,51.14484,4.33874,9504
Helchteren,BE,51.05591,5.38244,30050
Hekelgem,BE,50.90569,4.10769,5258
Heist-op-den-Berg,BE,51.07537,4.72827,37873
Heist,BE,51.33867,3.23882,12951
Heinsch,BE,49.69986,5.7467,5470
Heers,BE,50.75383,5.3021,6689
Hechtel,BE,51.12518,5.36768,6605
Havré,BE,50.46401,4.04675,6219
Hastière-Lavaux,BE,50.21849,4.82446,5147
Hasselt,BE,50.93106,5.33781,77651
Harelbeke,BE,50.85343,3.30935,25978
Hannut,BE,50.67142,5.07898,14129
Hamont,BE,51.25332,5.54732,9001
Hamois,BE,50.3402,5.15619,6662
Hamme,BE,51.09822,4.13705,22891
Halle,BE,51.24075,4.64327,7200
Halle,BE,50.73385,4.23454,34479
Halen,BE,50.94837,5.11096,8548
Haine-Saint-Pierre,BE,50.45747,4.20659,7662
Haine-Saint-Paul,BE,50.45544,4.1885,7268
Habay-la-Vieille,BE,49.72329,5.61999,7704
Haaltert,BE,50.90634,4.00093,17129
Gullegem,BE,50.84301,3.20466,8888
Groot-Bijgaarden,BE,50.87174,4.24973,8145
Grobbendonk,BE,51.19043,4.73562,10724
Grivegnée,BE,50.62148,5.61101,21057
Grimbergen,BE,50.93409,4.37213,37000
Grez-Doiceau,BE,50.73901,4.69829,12367
Grembergen,BE,51.05406,4.10458,7080
Grâce-Berleur,BE,50.64032,5.50329,10758
Gosselies,BE,50.46936,4.43324,11017
Gooik,BE,50.79443,4.11378,8957
Glabbeek,BE,50.87267,4.95615,5070
Gistel,BE,51.15612,2.96387,11084
Gingelom,BE,50.74792,5.13422,7930
Gilly,BE,50.42449,4.4789,20043
Ghlin,BE,50.47313,3.90289,8485
Gesves,BE,50.40146,5.07457,6150
Geraardsbergen,BE,50.77343,3.88223,30807
Genval,BE,50.72162,4.49375,8253
Gentbrugge,BE,51.03692,3.76509,15885
Gent,BE,51.05,3.71667,265086
Genk,BE,50.965,5.50082,63666
Genappe,BE,50.61173,4.45152,14266
Gembloux,BE,50.56149,4.69889,21676
Geluwe,BE,50.80978,3.07695,6757
Geetbets,BE,50.89431,5.11199,5813
Geel,BE,51.16557,4.98917,34697
Gavere,BE,50.92917,3.66184,11888
Ganshoren,BE,50.87065,4.31531,24859
Galmaarden,BE,50.75389,3.97121,7939
Frasnes-lez-Buissenal,BE,50.66783,3.62047,10936
Frameries,BE,50.40578,3.89603,20598
Fosses-la-Ville,BE,50.39517,4.69623,9062
Forêt,BE,50.58387,5.7,5240
Forest,BE,50.81678,4.32775,56254
Forchies-la-Marche,BE,50.4369,4.32115,5649
Fontaine-l'Évêque,BE,50.40907,4.32427,8730
Florenville,BE,49.69983,5.3074,5464
Florennes,BE,50.25127,4.60636,10723
Floreffe,BE,50.43452,4.7596,7480
Fleurus,BE,50.48351,4.55006,22080
Fléron,BE,50.61516,5.68062,15994
Flénu,BE,50.43673,3.88573,5704
Flémalle-Haute,BE,50.59994,5.44471,25144
Flémalle-Grande,BE,50.60906,5.47668,13738
Fayt-lez-Manage,BE,50.48698,4.22959,6040
Farciennes,BE,50.43006,4.54152,11488
Evergem,BE,51.11306,3.70976,31615
Evere,BE,50.87441,4.39905,41667
Eupen,BE,50.6279,6.03647,18029
Etterbeek,BE,50.83272,4.38835,48344
Étalle,BE,49.67385,5.60019,5228
Estinnes-au-Val,BE,50.41016,4.10477,7573
Estaimpuis,BE,50.70485,3.26785,9340
Essen,BE,51.46791,4.46901,10000
Esneux,BE,50.53596,5.56775,13497
Ertvelde,BE,51.17921,3.74722,10730
Erquelinnes,BE,50.30688,4.11129,9396
Erps-Kwerps,BE,50.90119,4.55984,6213
Erpe,BE,50.93565,3.97219,5056
Erembodegem,BE,50.91905,4.05041,12152
Engis,BE,50.58156,5.39916,5737
Enghien,BE,50.69375,4.03788,11367
Embourg,BE,50.59043,5.6068,6124
Ellezelles,BE,50.73512,3.67985,5566
Elewijt,BE,50.96043,4.49684,5172
Eksel,BE,51.15184,5.3906,5804
Eksaarde,BE,51.14876,3.96814,6005
Ekeren,BE,51.28087,4.41813,23300
Eke,BE,50.95929,3.6396,5168
Eisden,BE,50.98463,5.71433,10152
Éghezée,BE,50.59076,4.91175,14352
Eernegem,BE,51.1326,3.02562,7040
Eeklo,BE,51.18703,3.55654,19116
Edegem,BE,51.15662,4.44504,21839
Écaussinnes-d'Enghien,BE,50.56822,4.1658,9802
Dworp,BE,50.72983,4.30106,5470
Durbuy,BE,50.35291,5.45631,10251
Duffel,BE,51.09554,4.50903,16011
Drongen,BE,51.05067,3.65649,13016
Dour,BE,50.39583,3.77792,16861
Dottignies,BE,50.73333,3.3,8299
Dison,BE,50.61004,5.8534,13642
Dinant,BE,50.25807,4.91166,12875
Dilsen,BE,51.03718,5.72096,6099
Dilbeek,BE,50.84799,4.25972,39482
Diksmuide,BE,51.03248,2.86384,15515
Diest,BE,50.98923,5.05062,22516
Diepenbeek,BE,50.90769,5.41875,17699
Diegem,BE,50.89727,4.43354,5001
Deurne,BE,51.22134,4.46595,78747
Destelbergen,BE,51.05952,3.79899,16853
Desselgem,BE,50.88611,3.35958,5234
De Pinte,BE,50.99339,3.64747,10020
De Panne,BE,51.09793,2.59368,9799
Dendermonde,BE,51.02869,4.10106,45673
Denderleeuw,BE,50.88506,4.07601,16969
Denderhoutem,BE,50.87234,4.01821,6000
Deinze,BE,50.98175,3.53096,29815
De Haan,BE,51.27261,3.03446,11766
Deerlijk,BE,50.85337,3.35416,11292
Dampremy,BE,50.41705,4.43092,6716
Damme,BE,51.25147,3.28144,10924
Dalhem,BE,50.71315,5.72774,6391
Cuesmes,BE,50.43624,3.92323,9992
Couvin,BE,50.05284,4.49495,13518
Court-Saint-Étienne,BE,50.63378,4.56851,9353
Courcelles,BE,50.46379,4.3747,29473
Couillet,BE,50.39139,4.45908,11365
Comines,BE,50.7754,3.00119,7899
Comblain-au-Pont,BE,50.47488,5.57711,5308
Colfontaine,BE,50.4141,3.85569,19964
Ciney,BE,50.29449,5.10015,14830
Chimay,BE,50.04856,4.31712,9720
Chièvres,BE,50.58787,3.80711,6045
Chênée,BE,50.612,5.6141,9163
Chaumont-Gistoux,BE,50.67753,4.7212,10943
Chaudfontaine,BE,50.5828,5.6341,20960
Châtelineau,BE,50.41499,4.52016,17166
Châtelet,BE,50.40338,4.52826,35238
Chastre-Villeroux-Blanmont,BE,50.60857,4.64198,6243
Charleroi,BE,50.41136,4.44448,200132
Chapelle-lez-Herlaimont,BE,50.4713,4.28227,14353
Champion,BE,50.4953,4.90385,5031
Céroux-Mousty,BE,50.66089,4.5207,5397
Carnières,BE,50.44428,4.25509,8087
Butgenbach,BE,50.42689,6.20504,5516
Burcht,BE,51.20393,4.34286,7494
Bullange,BE,50.40731,6.25749,5340
Buizingen,BE,50.74227,4.25278,6369
Buggenhout,BE,51.0159,4.20173,13510
Brussels,BE,50.85045,4.34878,1019022
Brunehault,BE,50.50524,4.43209,7592
Brugge,BE,51.20892,3.22424,118509
Bressoux,BE,50.63988,5.60629,12588
Bree,BE,51.14152,5.5969,14363
Bredene,BE,51.23489,2.97559,14862
Brecht,BE,51.35024,4.63829,14007
Brasschaat,BE,51.2912,4.49182,37040
Braives,BE,50.62848,5.14798,5672
Braine-le-Comte,BE,50.60979,4.14658,20133
Braine-le-Château,BE,50.6799,4.27385,9627
Braine-l'Alleud,BE,50.68363,4.36784,37512
Bracquegnies,BE,50.47094,4.1197,8880
Boutersem,BE,50.84105,4.83367,7702
Boussu,BE,50.43417,3.7944,20058
Bouillon,BE,49.79324,5.06703,5347
Borsbeek,BE,51.19661,4.48543,10334
Bornem,BE,51.09716,4.24364,19997
Borgloon,BE,50.80505,5.34366,9955
Borgerhout,BE,51.20957,4.43539,46087
Boortmeerbeek,BE,50.97929,4.57443,11570
Boom,BE,51.09242,4.3717,15810
Booischot,BE,51.05219,4.7751,6973
Boncelles,BE,50.57108,5.53625,5578
Boechout,BE,51.15959,4.49195,12145
Bocholt,BE,51.17337,5.57994,12346
Blégny,BE,50.67255,5.72508,12745
Blauwput,BE,50.88587,4.72415,30215
Blankenberge,BE,51.31306,3.13227,18000
Bissegem,BE,50.82378,3.22844,5310
Binche,BE,50.41155,4.16469,32030
Bilzen,BE,50.87325,5.5184,29622
Bierbeek,BE,50.82876,4.75949,8994
Beyne-Heusay,BE,50.62251,5.66508,11608
Beverst,BE,50.89091,5.47548,5483
Beverlo,BE,51.08646,5.21855,8681
Beveren,BE,51.21187,4.25633,45179
Beveren-Leie,BE,50.87538,3.34034,5331
Bevere,BE,50.8496,3.5873,15311
Bertrix,BE,49.85596,5.25539,8063
Bertem,BE,50.86403,4.62918,9215
Bernissart,BE,50.4746,3.64961,11588
Berlare,BE,51.03333,4.0,13853
Berlaar,BE,51.1176,4.65835,10370
Beringen,BE,51.04954,5.22606,40930
Berchem-Sainte-Agathe,BE,50.86567,4.29557,25162
Berchem,BE,51.19021,4.43264,43511
Belsele,BE,51.14598,4.08859,10489
Beloeil,BE,50.55047,3.73484,13405
Bekkevoort,BE,50.94074,4.969,5714
Begijnendijk,BE,51.01942,4.78377,9178
Beerzel,BE,51.05753,4.67127,6077
Beersel,BE,50.76589,4.3002,23228
Beerse,BE,51.31927,4.85304,16208
Beernem,BE,51.13981,3.33896,14512
Beauvechain,BE,50.78195,4.7718,6334
Beauraing,BE,50.11042,4.95554,8242
Beaumont,BE,50.23699,4.23926,6645
Beaufays,BE,50.55884,5.63881,5489
Bazel,BE,51.14741,4.30129,5687
Baudour,BE,50.48296,3.8332,6137
Battice,BE,50.64734,5.82104,5691
Bastogne,BE,50.00347,5.71844,14395
Bassenge,BE,50.75883,5.60989,8151
Basse Lasne,BE,50.69503,4.49218,13861
Balen,BE,51.16837,5.17027,19978
Baasrode,BE,51.03805,4.1546,6352
Baal,BE,50.9955,4.75317,5931
Aywaille,BE,50.47411,5.67684,10636
Awans,BE,50.66774,5.46329,8612
Avelgem,BE,50.77618,3.44502,9106
Auvelais,BE,50.4504,4.63228,8456
Auderghem,BE,50.81667,4.43333,33984
Aubange,BE,49.56652,5.80492,14932
Athus,BE,49.56475,5.83736,8028
Ath,BE,50.62937,3.77801,26681
Assesse,BE,50.36934,5.02204,6279
Assenede,BE,51.22598,3.75085,13495
Assebroek,BE,51.19367,3.2623,19772
Asse,BE,50.91011,4.19836,28985
As,BE,51.00755,5.58453,7250
Arlon,BE,49.68333,5.81667,26179
Arendonk,BE,51.32267,5.08289,12247
Ardooie,BE,50.9757,3.19736,9161
Anzegem,BE,50.837,3.47786,13920
Antwerpen,BE,51.22047,4.40026,529247
Antoing,BE,50.56765,3.4492,7507
Ans,BE,50.6623,5.52029,27297
Anhée,BE,50.31039,4.87827,7125
Angleur,BE,50.6113,5.59942,10647
Andrimont,BE,50.61298,5.88294,7064
Anderlues,BE,50.40704,4.27136,11597
Anderlecht,BE,50.83619,4.31454,160553
Andenne,BE,50.48941,5.09513,24055
Amblève,BE,50.35357,6.17002,5221
Amay,BE,50.54829,5.30974,13307
Alsemberg,BE,50.74134,4.33754,5943
Alleur,BE,50.67465,5.51316,9768
Alken,BE,50.87553,5.30558,10933
Aiseau,BE,50.41158,4.58671,10906
Adegem,BE,51.20509,3.4954,6473
Achel,BE,51.253,5.47977,5365
Aartselaar,BE,51.13412,4.38678,14193
Aarschot,BE,50.98715,4.83695,27656
Aalter,BE,51.09017,3.44693,18802
Aalst,BE,50.93604,4.0355,77534
Tielt-Winge,BE,50.91743,4.88368,10707
Negenmanneke,BE,50.80458,4.28506,6915
Beloslav,BG,43.18717,27.70352,7989
Zlatograd,BG,41.3795,25.09605,7331
Zlatitsa,BG,42.71667,24.13333,5786
Yambol,BG,42.48243,26.50006,63656
Yakoruda,BG,42.02528,23.68417,6008
Varshets,BG,43.19356,23.2868,7512
Valchedram,BG,43.69281,23.44518,5207
Vratsa,BG,43.21052,23.56312,49569
Vidin,BG,43.99159,22.88236,34797
Vetovo,BG,43.7,26.26667,5175
Velingrad,BG,42.02754,23.99155,20286
Veliko Tŭrnovo,BG,43.08124,25.62904,59166
Varna,BG,43.21912,27.91024,318737
Tvarditsa,BG,42.7,25.9,6519
Tutrakan,BG,44.04906,26.61206,9214
Targovishte,BG,43.2512,26.57215,34793
Tryavna,BG,42.86667,25.5,13818
Troyan,BG,42.89427,24.71589,21162
Topolovgrad,BG,42.08333,26.33333,6464
Dobrich,BG,43.56491,27.83138,69434
Teteven,BG,42.91667,24.26667,10790
Tervel,BG,43.74789,27.40911,6808
Svoge,BG,42.96667,23.35,8964
Svishtov,BG,43.61875,25.35033,30157
Svilengrad,BG,41.76836,26.19775,16959
Saedinenie,BG,42.26667,24.55,6427
Strazhitsa,BG,43.23333,25.96667,5728
Straldzha,BG,42.6,26.68333,5817
Stara Zagora,BG,42.43205,25.64262,121582
Dupnitsa,BG,42.26478,23.11723,34764
Stamboliyski,BG,42.13333,24.53333,12070
Sofia,BG,42.69751,23.32415,1152556
Smolyan,BG,41.57439,24.71204,30689
Slivnitsa,BG,42.85182,23.03792,7545
Sliven,BG,42.68607,26.32558,83740
Simitli,BG,41.88333,23.11667,6729
Simeonovgrad,BG,42.03333,25.83333,7388
Silistra,BG,44.1171,27.26056,29498
Shumen,BG,43.27064,26.92286,72342
Sevlievo,BG,43.02295,25.10364,24582
Septemvri,BG,42.22016,24.11854,8071
Sandanski,BG,41.56667,23.28333,28510
Samokov,BG,42.33855,23.55805,26765
Ruse,BG,43.84872,25.9534,121168
Razlog,BG,41.8863,23.46714,12486
Razgrad,BG,43.53331,26.51849,28931
Rakovski,BG,42.28819,24.96779,15782
Rakitovo,BG,41.99012,24.0873,8376
Radomir,BG,42.54565,22.96553,14494
Radnevo,BG,42.3,25.93333,14667
Parvomay,BG,42.1,25.21667,17000
Provadia,BG,43.18333,27.43333,13755
Veliki Preslav,BG,43.16667,26.81667,9425
Popovo,BG,43.35,26.23333,16571
Pomorie,BG,42.56326,27.62986,13714
Polski Trambesh,BG,43.37233,25.63525,5663
Plovdiv,BG,42.15387,24.75001,329489
Pleven,BG,43.41791,24.61666,90209
Pirdop,BG,42.7,24.18333,8136
Petrich,BG,41.39846,23.20702,30722
Peshtera,BG,42.03372,24.29995,18676
Perushtitsa,BG,42.05,24.55,5350
Pernik,BG,42.59671,23.03318,82467
Pazardzhik,BG,42.19934,24.33318,55220
Pavlikeni,BG,43.24278,25.32194,11151
Panagyurishte,BG,42.49518,24.19021,19389
Oryahovo,BG,43.73805,23.95874,5007
Omurtag,BG,43.1,26.41667,9070
Novi Pazar,BG,43.35,27.2,13276
Nova Zagora,BG,42.48333,26.01667,23625
Nesebar,BG,42.65921,27.73602,13347
Nedelino,BG,41.45602,25.08008,5017
Montana,BG,43.41285,23.22174,47445
Tsarevo,BG,42.16955,27.84541,6085
Mezdra,BG,43.15,23.7,11975
Madan,BG,41.49869,24.93973,5661
Lyubimets,BG,41.84432,26.08115,8065
Lyaskovets,BG,43.11111,25.72833,8488
Lukovit,BG,43.2,24.16667,9792
Lozen,BG,42.6027,23.47589,6312
Lovech,BG,43.13227,24.71763,27910
Lom,BG,43.8317,23.23793,18593
Levski,BG,43.36667,25.13333,11467
Kyustendil,BG,42.28314,22.69224,46856
Kardzhali,BG,41.64502,25.36578,44071
Kubrat,BG,43.79658,26.50063,8980
Krumovgrad,BG,41.47127,25.65485,5271
Krichim,BG,42.05,24.46667,8580
Kozloduy,BG,43.77691,23.73001,11331
Kotel,BG,42.88333,26.45,6421
Kostinbrod,BG,42.81667,23.21667,12175
Knezha,BG,43.5,24.08333,6889
Hisarya,BG,42.5,24.7,7903
Haskovo,BG,41.93415,25.55557,64564
Harmanli,BG,41.93233,25.90172,18931
Kazanlak,BG,42.61667,25.4,47918
Kavarna,BG,43.43601,28.33953,11205
Karnobat,BG,42.65,26.98333,19709
Karlovo,BG,42.63333,24.8,30340
Isperih,BG,43.71667,26.83333,9735
Ihtiman,BG,42.43821,23.81608,14154
Gŭlŭbovo,BG,42.13333,25.85,8400
Sredets,BG,42.34747,27.17898,9573
Gotse Delchev,BG,41.56667,23.73333,20522
Gorna Oryahovitsa,BG,43.12778,25.70167,32792
Godech,BG,43.01682,23.04852,5154
Dolni Chiflik,BG,42.99296,27.71596,7169
General Toshevo,BG,43.70123,28.03787,7758
Gabrovo,BG,42.87419,25.31823,48133
Etropole,BG,42.8328,23.99636,11031
Elhovo,BG,42.16667,26.56667,10424
Elin Pelin,BG,42.66667,23.6,7373
Elena,BG,42.93333,25.88333,6042
Dulovo,BG,43.81667,27.15,6788
Dalgopol,BG,43.05,27.35,5272
Dryanovo,BG,42.97897,25.4785,8346
Dolni Dabnik,BG,43.4,24.43333,5259
Dimitrovgrad,BG,42.05,25.6,38015
Devnya,BG,43.22222,27.56944,8171
Devin,BG,41.74327,24.40003,7393
Chirpan,BG,42.2,25.33333,15109
Cherven Bryag,BG,43.27884,24.08251,13000
Chepelare,BG,41.73333,24.68333,5478
Byala Slatina,BG,43.46667,23.93333,10282
Burgas,BG,42.50651,27.46886,210646
Botevgrad,BG,42.90799,23.79274,20909
Bobov Dol,BG,42.36378,22.99827,6184
Blagoevgrad,BG,42.01457,23.09804,67810
Berkovitsa,BG,43.23741,23.12509,15027
Belogradchik,BG,43.62722,22.68361,5688
Belene,BG,43.65062,25.1343,7487
Bansko,BG,41.8361,23.48745,9232
Balchik,BG,43.42166,28.15848,13000
Aytos,BG,42.70322,27.25464,20986
Asparuhovo,BG,43.18067,27.88823,27000
Asenovgrad,BG,42.01667,24.86667,54778
Aksakovo,BG,43.25907,27.81755,7132
Zlatni Pyasatsi,BG,43.285,28.0418,9760
Protaras,CY,35.0125,34.05833,20230
Ýpsonas,CY,34.68797,32.96191,7348
Germasógeia,CY,34.72073,33.08447,17325
Géri,CY,35.1056,33.41977,9651
Xylofágou,CY,34.97743,33.84894,6000
Tséri,CY,35.07307,33.32344,5498
Stróvolos,CY,35.14867,33.33384,67904
Rizokárpaso,CY,35.59719,34.37916,5215
Pérgamos,CY,35.04167,33.70833,15000
Paralímni,CY,35.03945,33.98181,11836
Paphos,CY,34.77679,32.42451,35961
Nicosia,CY,35.17284,33.35397,200452
Mórfou,CY,35.19869,32.99338,24070
Livádia,CY,34.95515,33.62734,5329
Limassol,CY,34.68406,33.03794,154000
Léfka,CY,35.11199,32.84997,7835
Larnaca,CY,34.9221,33.62794,72000
Lápithos,CY,35.33823,33.17368,5215
Kyrenia,CY,35.33634,33.31729,26701
Kolossi,CY,34.66865,32.93375,6478
Kíti,CY,34.84898,33.57523,5136
Chlórakas,CY,34.79836,32.40653,6421
Káto Polemídia,CY,34.69721,32.99324,23231
Káto Lakatámeia,CY,35.11755,33.32539,40000
Famagusta,CY,35.12489,33.94135,42526
Aglantziá,CY,35.15422,33.39643,21543
Égkomi,CY,35.16272,33.88322,20502
Emba,CY,34.807,32.42406,5505
Dhromolaxia,CY,34.87551,33.58684,6866
Derýneia,CY,35.06484,33.96083,6229
Dáli,CY,35.02294,33.42195,12350
Ágios Dométios,CY,35.17346,33.34045,12904
Athíenou,CY,35.06183,33.54166,5202
Aradíppou,CY,34.94779,33.58813,22934
Geroskipou,CY,34.76091,32.44844,8355
Dvůr Králové nad Labem,CZ,50.43172,15.81402,16150
Zubří,CZ,49.46603,18.09249,5409
Znojmo,CZ,48.8555,16.0488,35280
Zlín,CZ,49.22645,17.67065,72973
Zlíčín,CZ,50.06182,14.28965,7579
Žižkov,CZ,50.08333,14.45,58267
Židenice,CZ,49.19654,16.64738,18920
Železný Brod,CZ,50.64274,15.25408,6442
Žebětín,CZ,49.20706,16.4879,5646
Žďár nad Sázavou,CZ,49.56263,15.93924,20404
Zbraslav,CZ,49.97604,14.39329,9759
Žatec,CZ,50.32717,13.54577,18959
Žamberk,CZ,50.08601,16.46738,6082
Zábřeh,CZ,49.8826,16.87223,13320
Žabovřesky,CZ,49.21395,16.57253,19387
Záběhlice,CZ,50.0573,14.5038,35228
Vysoké Mýto,CZ,49.9532,16.16169,12293
Vysočany,CZ,50.10938,14.51667,17465
Vyškov,CZ,49.27747,16.99897,20645
Vsetín,CZ,49.33871,17.99619,28575
Vršovice,CZ,50.06732,14.46026,36836
Vrchlabí,CZ,50.62697,15.60937,12898
Vrbno pod Pradědem,CZ,50.12095,17.38316,6072
Vratimov,CZ,49.76995,18.31015,6378
Vokovice,CZ,50.09856,14.34488,11083
Vodňany,CZ,49.14789,14.17513,7383
Vlašim,CZ,49.70632,14.89881,12225
Vítkov,CZ,49.77445,17.74941,6202
Vimperk,CZ,49.05857,13.78286,8043
Veselí nad Moravou,CZ,48.95363,17.37648,12081
Veselí nad Lužnicí,CZ,49.1843,14.69734,6534
Velké Meziříčí,CZ,49.35522,16.01224,11753
Velká Bíteš,CZ,49.28838,16.22742,5482
Veleslavín,CZ,50.09151,14.35776,6614
Varnsdorf,CZ,50.91154,14.61824,14704
Valašské Meziříčí,CZ,49.47181,17.97113,27481
Valašské Klobouky,CZ,49.14064,18.0076,5201
Úvaly,CZ,50.07394,14.7308,7515
Ústí nad Orlicí,CZ,49.97387,16.39361,15151
Ústí nad Labem,CZ,50.6607,14.03227,90378
Úpice,CZ,50.51237,16.01607,5959
Uničov,CZ,49.77092,17.12144,11237
Újezd nad Lesy,CZ,50.07648,14.6595,10429
Uhříněves,CZ,50.02885,14.59948,10992
Uherský Brod,CZ,49.02513,17.64715,16367
Uherské Hradiště,CZ,49.06975,17.45969,24887
Týn nad Vltavou,CZ,49.2234,14.42057,8296
Týniště nad Orlicí,CZ,50.15136,16.0777,6342
Týnec nad Sázavou,CZ,49.83348,14.58983,5165
Turnov,CZ,50.58356,15.15186,14507
Tuřany,CZ,49.14758,16.66798,5084
Trutnov,CZ,50.56101,15.9127,31398
Troja,CZ,50.11659,14.42458,14303
Třinec,CZ,49.67763,18.67078,38415
Třešť,CZ,49.29092,15.48211,5979
Třeboň,CZ,49.00364,14.77065,8862
Třebíč,CZ,49.21492,15.88166,34530
Třebechovice pod Orebem,CZ,50.20097,15.99223,5611
Tišnov,CZ,49.34872,16.42438,9225
Teplice,CZ,50.6404,13.82451,50912
Telč,CZ,49.18418,15.45275,5883
Tanvald,CZ,50.73735,15.30585,6921
Tachov,CZ,49.79528,12.63365,12640
Tábor,CZ,49.41441,14.6578,36264
Svitavy,CZ,49.75594,16.46829,16073
Světlá nad Sázavou,CZ,49.66801,15.40393,6394
Sušice,CZ,49.23106,13.52018,11483
Šumperk,CZ,49.96528,16.97061,28768
Suchdol,CZ,50.14136,14.38367,6270
Studénka,CZ,49.72342,18.07853,10341
Střížkov,CZ,50.12674,14.49363,15705
Stříbro,CZ,49.75565,12.997,7689
Střešovice,CZ,50.09526,14.38268,6592
Strážnice,CZ,48.90102,17.3168,5900
Strakonice,CZ,49.26141,13.90237,22355
Stodůlky,CZ,50.05,14.31667,60758
Stochov,CZ,50.14631,13.96345,5538
Štětí,CZ,50.45298,14.37421,9165
Šternberk,CZ,49.73044,17.29889,13239
Starý Bohumín,CZ,49.9169,18.33619,23034
Staré Strašnice,CZ,50.07649,14.51037,37665
Staré Město,CZ,50.087,14.42024,6272
Staré Město,CZ,49.07515,17.43338,6742
Sokolov,CZ,50.1813,12.6401,22007
Soběslav,CZ,49.25993,14.71861,7308
Smíchov,CZ,50.07204,14.40415,34987
Šluknov,CZ,51.00369,14.45258,5701
Slavkov u Brna,CZ,49.15325,16.87649,7258
Slavičín,CZ,49.08799,17.87349,7079
Slatina,CZ,49.17598,16.6878,9052
Šlapanice,CZ,49.16863,16.72731,7109
Slaný,CZ,50.23046,14.08693,15070
Skuteč,CZ,49.84347,15.99655,5415
Sezimovo Ústí,CZ,49.38519,14.6848,7420
Šenov,CZ,49.79315,18.37607,5462
Semily,CZ,50.60191,15.33552,8022
Sedlčany,CZ,49.66057,14.42664,7836
Rýmařov,CZ,49.93183,17.27177,9069
Rychvald,CZ,49.86625,18.37626,6771
Rychnov nad Kněžnou,CZ,50.16284,16.27488,11695
Ruzyně,CZ,50.09033,14.31287,8188
Rumburk,CZ,50.95151,14.55699,10815
Roztoky,CZ,50.15841,14.3976,9088
Rožnov pod Radhoštěm,CZ,49.45853,18.14302,17238
Rousínov,CZ,49.20128,16.88215,5962
Roudnice nad Labem,CZ,50.42528,14.26175,13084
Rosice,CZ,49.18232,16.38787,6784
Rokycany,CZ,49.7427,13.59459,13826
Říčany,CZ,49.99168,14.65427,17143
Řepy,CZ,50.07064,14.30051,22461
Řečkovice,CZ,49.25212,16.58146,13423
Rakovník,CZ,50.1037,13.7334,15682
Radotín,CZ,49.98985,14.36572,8462
Prostějov,CZ,49.47188,17.11184,43408
Prosek,CZ,50.11525,14.50685,16850
Příbram,CZ,49.68988,14.01043,32773
Příbor,CZ,49.64094,18.14499,8789
Přeštice,CZ,49.57298,13.3335,6353
Přerov,CZ,49.45511,17.4509,40906
Přelouč,CZ,50.03985,15.56031,8586
Prague,CZ,50.08804,14.42076,1165581
Prachatice,CZ,49.01292,13.99752,11119
Polná,CZ,49.487,15.71881,5006
Polička,CZ,49.71465,16.26543,9051
Pohořelice,CZ,48.98119,16.52445,6126
Podolí,CZ,50.05504,14.42033,13611
Poděbrady,CZ,50.14242,15.11881,15232
Podbořany,CZ,50.22937,13.41192,6253
Pilsen,CZ,49.74747,13.37759,168733
Planá,CZ,49.86816,12.74378,5450
Písek,CZ,49.3088,14.1475,29774
Petřvald,CZ,49.831,18.3894,6854
Petrovice,CZ,50.03399,14.54676,5753
Pelhřimov,CZ,49.43134,15.22336,16541
Pardubice,CZ,50.04075,15.77659,88520
Pacov,CZ,49.47076,15.00168,5145
Otrokovice,CZ,49.20934,17.53944,17401
Ostrov,CZ,50.30592,12.93907,15681
Ostrava,CZ,49.83465,18.28204,279791
Orlová,CZ,49.84527,18.43011,34282
Opava,CZ,49.93866,17.90257,60252
Olomouc,CZ,49.59552,17.25175,99496
Odry,CZ,49.66255,17.83084,7395
Nýrsko,CZ,49.29387,13.14353,5070
Nýřany,CZ,49.71145,13.21185,6942
Nymburk,CZ,50.18605,15.04167,14373
Nusle,CZ,50.06458,14.4399,35150
Nový Lískovec,CZ,49.18316,16.5612,9622
Nový Jičín,CZ,49.59438,18.01028,26547
Nový Bydžov,CZ,50.2415,15.49082,7160
Nový Bor,CZ,50.75761,14.55555,11318
Nové Strašecí,CZ,50.15272,13.90043,5686
Nové Město na Moravě,CZ,49.56144,16.07418,10098
Nové Město nad Metují,CZ,50.34456,16.15147,10126
Nové Město,CZ,50.07829,14.42089,27105
Nová Paka,CZ,50.49449,15.51503,9219
