name,country_iso2,lat,lon,population
Maubeuge,FR,50.27875,3.97267,33684
Massy,FR,48.72692,2.28301,38768
Marvejols,FR,44.55435,3.29041,6086
Martigues,FR,43.40735,5.05526,45749
Martignas-sur-Jalle,FR,44.84513,-0.78296,6803
Marsillargues,FR,43.66478,4.1767,5983
Marseille,FR,43.29695,5.38107,877215
Marseillan,FR,43.35674,3.52804,6981
Marsannay-la-Côte,FR,47.27095,4.98895,5181
Marquette-lez-Lille,FR,50.67628,3.06613,10832
Maromme,FR,49.47925,1.02375,12412
Marmande,FR,44.50361,0.16546,19069
Marly,FR,49.06382,6.15427,10997
Marly-le-Roi,FR,48.86667,2.08333,17404
Marly-la-Ville,FR,49.08201,2.50347,6034
Marly,FR,50.34556,3.54959,11681
Marles-les-Mines,FR,50.50478,2.50882,6198
Marignier,FR,46.09014,6.50004,5883
Marignane,FR,43.41727,5.21462,35873
Marguerittes,FR,43.8596,4.44517,8974
Margny-lès-Compiègne,FR,49.42559,2.81806,7011
Marennes,FR,45.82268,-1.10514,5027
Marcq-en-Barœul,FR,50.66667,3.08333,38629
Marcoussis,FR,48.64026,2.23858,7756
Marck,FR,50.94897,1.94328,9158
Marange-Silvange,FR,49.20822,6.10426,5708
Mantes-la-Ville,FR,48.97374,1.70253,19947
Mantes-la-Jolie,FR,48.99048,1.7167,44263
Manosque,FR,43.82883,5.78688,21351
Manduel,FR,43.81855,4.47247,6260
Mandeure,FR,47.44921,6.80762,5416
Mandelieu-la-Napoule,FR,43.54577,6.93734,19292
Mamers,FR,48.35043,0.36935,6575
Malzéville,FR,48.71235,6.18468,8095
Mallemort,FR,43.73172,5.17945,5298
Malesherbes,FR,48.29566,2.40935,6335
Malemort-sur-Corrèze,FR,45.17075,1.56393,7124
Malaunay,FR,49.5271,1.04292,5943
Malakoff,FR,48.81999,2.29998,29420
Maizières-lès-Metz,FR,49.21335,6.15956,9845
Maisons-Laffitte,FR,48.95264,2.14521,22772
Maisons-Alfort,FR,48.81171,2.43945,53964
Mainvilliers,FR,48.45003,1.45607,10505
Magny-les-Hameaux,FR,48.74345,2.06154,9203
Magny-en-Vexin,FR,49.15515,1.78669,5444
Magnanville,FR,48.96798,1.67842,5539
Mâcon,FR,46.31407,4.82823,35484
Machecoul,FR,46.99336,-1.82298,6054
Mably,FR,46.06484,4.06014,7830
Lys-lez-Lannoy,FR,50.66667,3.21667,13803
Lyon,FR,45.74906,4.84789,520774
Luynes,FR,47.38441,0.5547,5045
Luxeuil-les-Bains,FR,47.8171,6.365,9200
Paris 06 Luxembourg,FR,48.8493,2.33,40389
Lutterbach,FR,47.75976,7.28032,6180
Lure,FR,47.68294,6.49658,9415
L'Union,FR,43.66042,1.48264,12139
Lunéville,FR,48.59273,6.49383,21582
Lunel,FR,43.67778,4.13611,26588
Luisant,FR,48.4295,1.47383,7049
Ludres,FR,48.62032,6.16747,6974
Luçon,FR,46.45493,-1.16629,10140
Lucé,FR,48.43689,1.46359,17780
Luc-la-Primaube,FR,44.31439,2.53552,5267
Louvroil,FR,50.26427,3.96272,7446
Louvres,FR,49.0446,2.50479,9323
Louviers,FR,49.21667,1.16667,19220
Louveciennes,FR,48.86115,2.11463,7523
Lourdes,FR,43.09461,-0.04611,15786
Louhans,FR,46.62637,5.22468,6466
Loudun,FR,47.00788,0.08296,8510
Loudéac,FR,48.1776,-2.7558,10552
Lormont,FR,44.8765,-0.51919,22636
Loriol-sur-Drôme,FR,44.74703,4.81719,5803
Lorient,FR,47.74817,-3.37177,58112
Lorgues,FR,43.49325,6.3615,8237
Loos-en-Gohelle,FR,50.45786,2.79215,7150
Loos,FR,50.60982,3.01874,22107
Loon-Plage,FR,50.99647,2.2177,6640
Lons-le-Saunier,FR,46.67535,5.55575,20678
Lons,FR,43.31505,-0.41105,13872
Longwy,FR,49.5217,5.76192,14695
Longvic,FR,47.28754,5.06341,9527
Longuyon,FR,49.44181,5.60508,5773
Longuenesse,FR,50.73395,2.2352,13838
Longueau,FR,49.87226,2.3588,5180
Longpont-sur-Orge,FR,48.64171,2.29278,6149
Longjumeau,FR,48.69307,2.29431,20771
Lomme,FR,50.64358,2.98715,29892
Loison-sous-Lens,FR,50.43796,2.85322,5683
Lognes,FR,48.83541,2.62998,15519
Lodève,FR,43.73178,3.31959,7515
Loches,FR,47.12858,0.99522,7132
Livry-Gargan,FR,48.9193,2.54305,39518
Livron-sur-Drôme,FR,44.77689,4.8418,8440
Liverdun,FR,48.74973,6.06372,6500
Lisses,FR,48.60222,2.42245,7601
L'Isle-sur-la-Sorgue,FR,43.91971,5.05141,16968
L'Isle-Jourdain,FR,43.6122,1.0866,8729
L'Isle-d'Abeau,FR,45.6196,5.22466,12033
L'Isle-Adam,FR,49.10744,2.22818,11160
Lisieux,FR,49.1466,0.22925,24473
Linselles,FR,50.73708,3.07878,8049
Lingolsheim,FR,48.55752,7.68253,17284
Linas,FR,48.63041,2.26266,6050
Limoux,FR,43.05487,2.22173,10844
Limours,FR,48.64625,2.07688,6414
Limoges,FR,45.83362,1.24759,141176
Limeil-Brévannes,FR,48.7448,2.48705,19104
Limay,FR,48.99553,1.74081,18559
Lillers,FR,50.56345,2.48042,10104
Lillebonne,FR,49.5203,0.53617,9797
Lille,FR,50.63391,3.05512,238695
L'Île-Saint-Denis,FR,48.93666,2.33944,7061
Ligny-en-Barrois,FR,48.68861,5.32543,5247
Liffré,FR,48.21371,-1.50898,7034
Liévin,FR,50.4198,2.78068,34370
Lieusaint,FR,48.63476,2.54806,7018
Libourne,FR,44.91449,-0.24186,24240
Libercourt,FR,50.48322,3.01584,8443
Liancourt,FR,49.33034,2.46595,6758
L'Haÿ-les-Roses,FR,48.77935,2.33729,29703
Lezoux,FR,45.82689,3.37924,5170
Lézignan-Corbières,FR,43.20085,2.75745,9042
Le Vésinet,FR,48.89281,2.13308,16740
Levallois-Perret,FR,48.89389,2.28864,62178
Valdahon,FR,47.15,6.35,5077
Le Tréport,FR,50.05979,1.37583,6062
Le Trait,FR,49.46895,0.81634,5506
Le Touquet-Paris-Plage,FR,50.52432,1.58571,5696
Le Thor,FR,43.92943,4.99543,7055
Le Teil,FR,44.54531,4.68223,8620
Le Teich,FR,44.63389,-1.02437,5237
Le Taillan-Médoc,FR,44.90429,-0.66997,8505
L'Estaque,FR,43.36385,5.30854,6391
Les Sorinières,FR,47.14744,-1.53004,6698
Les Sables-d'Olonne,FR,46.49687,-1.7847,16105
Lesquin,FR,50.58232,3.119,6424
Les Ponts-de-Cé,FR,47.42315,-0.52477,12915
Les Pennes-Mirabeau,FR,43.41012,5.30838,19871
Les Pavillons-sous-Bois,FR,48.90683,2.50648,19730
Lesparre-Médoc,FR,45.30709,-0.93793,5406
Les Olives,FR,43.32393,5.4584,15181
Le Soler,FR,42.68185,2.79305,6377
Lesneven,FR,48.57157,-4.31745,7144
Les Mureaux,FR,48.99173,1.90972,32134
Les Lilas,FR,48.87992,2.42057,21124
Lésigny,FR,48.74374,2.61518,8421
Les Herbiers,FR,46.87095,-1.0156,15664
Les Essarts-le-Roi,FR,48.71673,1.90089,6213
Les Clayes-sous-Bois,FR,48.82206,1.98677,17776
Lescar,FR,43.33358,-0.43458,9710
Les Baumettes,FR,43.22641,5.41642,7299
Les Aygalades,FR,43.35711,5.37116,6629
Les Arcs,FR,43.46328,6.47876,5910
Les Angles,FR,43.95452,4.76645,8318
Les Andelys,FR,49.24557,1.41168,9655
Le Rheu,FR,48.1019,-1.79565,6601
Le Relecq-Kerhuon,FR,48.40817,-4.39676,11911
Le Raincy,FR,48.89916,2.52298,13246
Le Puy-Sainte-Réparade,FR,43.66393,5.43493,5041
Le Puy-en-Velay,FR,45.04366,3.88523,22718
Le Pré-Saint-Gervais,FR,48.88549,2.40422,17786
Le Pradet,FR,43.10545,6.0235,12343
Le Pouliguen,FR,47.27187,-2.43319,5438
Le Portel,FR,50.70559,1.57574,11100
Le Pontet,FR,43.96119,4.86008,16182
Le Pont-de-Claix,FR,45.12321,5.69782,11963
Le Poiré-sur-Vie,FR,46.76868,-1.50911,6273
Le Poinçonnet,FR,46.7641,1.7179,5120
Le Plessis-Trévise,FR,48.81074,2.57363,18618
Le Plessis-Robinson,FR,48.78889,2.27078,22510
Le Plessis-Bouchard,FR,49.0,2.23333,7420
Le Pian-Médoc,FR,44.95519,-0.67017,5897
Le Petit-Quevilly,FR,49.41338,1.06155,22691
Petit-Couronne,FR,49.38333,1.01667,8761
Le Perreux-sur-Marne,FR,48.85,2.5,32015
Le Perray-en-Yvelines,FR,48.69441,1.85643,6206
Le Pecq,FR,48.89317,2.10371,16534
Le Péage-de-Roussillon,FR,45.3738,4.79727,6869
Le Passage,FR,44.2014,0.60347,9434
Le Palais-sur-Vienne,FR,45.8639,1.32313,5944
Léognan,FR,44.72901,-0.60052,8890
Lentilly,FR,45.81873,4.66304,5079
Lens,FR,50.43302,2.82791,38265
Le Muy,FR,43.4728,6.56637,8474
Lempdes,FR,45.77097,3.19356,8315
Le Mesnil-Saint-Denis,FR,48.74485,1.95594,6915
Le Mesnil-le-Roi,FR,48.93825,2.12554,6515
Le Mesnil-Esnard,FR,49.41319,1.14521,6380
Le Merlan,FR,43.33875,5.40773,9112
Le Mée-sur-Seine,FR,48.53157,2.62829,22058
Le Mans,FR,48.0021,0.20251,144515
Le Luc,FR,43.39453,6.31253,7953
Le Loroux-Bottereau,FR,47.23797,-1.34963,5326
Le Lavandou,FR,43.137,6.366,5902
Le Kremlin-Bicêtre,FR,48.81471,2.36073,27867
Le Havre,FR,49.49346,0.10785,185972
Le Haillan,FR,44.87161,-0.67691,8880
Léguevin,FR,43.60028,1.23236,6976
Le Grau-du-Roi,FR,43.53881,4.13559,6368
Le Grand-Quevilly,FR,49.40076,1.04582,26522
Gond-Pontouvre,FR,45.68333,0.16667,6218
Leforest,FR,50.43866,3.0648,6843
Leffrinckoucke,FR,51.03457,2.46452,5095
Leers,FR,50.68217,3.24429,9823
Le Creusot,FR,46.80714,4.41632,25590
Le Crès,FR,43.64763,3.9388,7621
Le Coteau,FR,46.01919,4.0923,7571
Le Chesnay,FR,48.8222,2.12213,29154
Le Chambon-Feugerolles,FR,45.39145,4.32149,13371
Le Cendre,FR,45.7224,3.18711,5072
Le Cannet,FR,43.57662,7.01912,43353
Le Canet,FR,43.32611,5.3723,7431
Le Bouscat,FR,44.86488,-0.59864,24232
Le Bourget,FR,48.93405,2.43584,12690
Le Blanc-Mesnil,FR,48.93872,2.46138,48077
Le Blanc,FR,46.63371,1.06272,7026
Le Beausset,FR,43.19822,5.80267,8568
Laxou,FR,48.68372,6.14929,16323
La Wantzenau,FR,48.65786,7.83068,5765
La Voulte-sur-Rhône,FR,44.79958,4.77925,5108
La Ville-du-Bois,FR,48.65521,2.26833,6224
La Verrière,FR,48.752,1.94649,6427
La Verpillière,FR,45.63417,5.1456,6205
Lavelanet,FR,42.93267,1.84844,7382
Lavaur,FR,43.69886,1.81211,10148
La Valette-du-Var,FR,43.13763,5.98317,23134
Laval,FR,48.07247,-0.77019,50489
Launaguet,FR,43.67818,1.45603,5699
Laudun-l'Ardoise,FR,44.10482,4.65728,5610
Lattes,FR,43.56775,3.90279,17390
La Tronche,FR,45.20507,5.74629,7125
La Trinité,FR,43.7405,7.314,10128
La Tour-du-Pin,FR,45.566,5.44487,7248
La Teste-de-Buch,FR,44.63278,-1.14513,27253
La Talaudière,FR,45.47603,4.42607,6791
La Souterraine,FR,46.23791,1.48597,5311
La Seyne-sur-Mer,FR,43.10322,5.87816,62330
La Salvetat-Saint-Gilles,FR,43.57622,1.27192,6289
La Roque-d'Anthéron,FR,43.71544,5.30973,5469
La Roche-sur-Yon,FR,46.66974,-1.42757,59410
La Roche-sur-Foron,FR,46.07111,6.3045,10026
La Rochelle,FR,46.16308,-1.15222,76810
Larmor-Plage,FR,47.70646,-3.38339,9151
La Riche,FR,47.38996,0.67072,8934
La Ricamarie,FR,45.40536,4.36944,7997
L'Arbresle,FR,45.83556,4.61694,6398
La Ravoire,FR,45.56266,5.95826,6768
La Queue-en-Brie,FR,48.7852,2.58112,11826
La Pomme,FR,43.28987,5.44153,17787
La Penne-sur-Huveaune,FR,43.28208,5.51642,6253
La Panouse,FR,43.25576,5.42963,5502
Laon,FR,49.5631,3.62714,28688
Lanton,FR,44.70712,-1.03968,5765
Lannion,FR,48.73264,-3.45657,21473
Lannemezan,FR,43.12517,0.38401,6606
Languidic,FR,47.83358,-3.15811,7000
Langueux,FR,48.49528,-2.71823,6822
Langres,FR,47.86263,5.33308,8638
Langon,FR,44.55277,-0.24986,7102
Laneuveville-devant-Nancy,FR,48.65659,6.22658,5168
Lanester,FR,47.76316,-3.3393,24352
Landivisiau,FR,48.50906,-4.06906,8747
Landerneau,FR,48.4515,-4.25175,16052
Lançon-Provence,FR,43.59266,5.12789,7031
La Mure,FR,44.90145,5.78874,5190
La Mulatière,FR,45.72818,4.81213,7185
La Motte-Servolex,FR,45.59702,5.86724,13499
Lamorlaye,FR,49.16246,2.44687,8540
La Montagne,FR,47.18987,-1.68395,6012
Lambres-lez-Douai,FR,50.36009,3.06478,5057
Lambesc,FR,43.65382,5.26211,8084
Lambersart,FR,50.65,3.03333,28613
Lamballe,FR,48.46808,-2.51781,12344
La Madeleine,FR,50.64603,3.07585,23572
La Madeleine,FR,43.71298,7.2241,12632
La Londe-les-Maures,FR,43.13839,6.23362,9471
Lallaing,FR,50.39012,3.16949,6573
La Grande-Motte,FR,43.56076,4.08482,7335
La Grand-Croix,FR,45.50383,4.55915,5045
La Gorgue,FR,50.6379,2.71502,5327
Lagord,FR,46.18915,-1.15387,6987
Lagny-sur-Marne,FR,48.86667,2.71667,20649
Lagnieu,FR,45.90237,5.34399,6454
La Glacerie,FR,49.60517,-1.58185,5117
La Gaude,FR,43.72209,7.15296,6626
La Garenne-Colombes,FR,48.90472,2.2469,26385
La Garde,FR,43.12468,6.01033,28257
La Flèche,FR,47.69815,-0.07553,18536
La Ferté-sous-Jouarre,FR,48.9514,3.12724,9443
La Ferté-Saint-Aubin,FR,47.71695,1.93904,7178
La Ferté-Macé,FR,48.58999,-0.358,7372
La Ferté-Bernard,FR,48.18723,0.65247,10201
La Farlède,FR,43.16866,6.04323,6918
La Fare-les-Oliviers,FR,43.55104,5.1943,6646
La Croix-Rouge,FR,43.33329,5.45403,6348
La Crau,FR,43.14962,6.07399,17905
La Couronne,FR,45.61128,0.09948,7590
La Courneuve,FR,48.92805,2.39627,37287
La Colle-sur-Loup,FR,43.68648,7.10376,6987
La Ciotat,FR,43.17476,5.60449,33113
La Chevrolière,FR,47.09105,-1.61119,5220
La Charité-sur-Loire,FR,47.18333,3.01667,5460
La Chapelle-sur-Erdre,FR,47.29964,-1.55239,18481
La Chapelle-Saint-Mesmin,FR,47.88648,1.8345,9532
La Chapelle-Saint-Luc,FR,48.31734,4.03988,14623
La Celle-Saint-Cloud,FR,48.85029,2.14523,21539
La Californie,FR,43.67507,7.22763,7732
Labruguière,FR,43.53862,2.2627,5846
La Bresse,FR,47.99974,6.86499,5096
La Bouilladisse,FR,43.39619,5.59307,5122
La Bassée,FR,50.53424,2.8062,6027
Labarthe-sur-Lèze,FR,43.45238,1.39973,5208
Kingersheim,FR,47.791,7.32647,12690
Juvisy-sur-Orge,FR,48.68333,2.38333,12376
Juvignac,FR,43.61389,3.81056,12783
Jurançon,FR,43.2883,-0.38694,7041
Jumelles,FR,47.43517,-0.10371,7328
Juigné,FR,47.71878,-0.39405,7007
Jouy-le-Moutier,FR,49.01068,2.04028,19087
Jouy-en-Josas,FR,48.75909,2.16966,8383
Joué-lès-Tours,FR,47.34907,0.66513,37466
Jouars-Pontchartrain,FR,48.78888,1.89898,5012
Jonage,FR,45.79638,5.04664,5750
Joinville-le-Pont,FR,48.82538,2.47458,18154
Joigny,FR,47.98288,3.40096,11527
Jœuf,FR,49.23333,6.01667,7064
Jeumont,FR,50.29658,4.10108,10964
Jaunay-Clan,FR,46.68503,0.37179,6097
Jassans-Riottier,FR,45.98134,4.7614,5839
Jarville-la-Malgrange,FR,48.66697,6.20269,10248
Jarny,FR,49.15873,5.8764,8704
Janzé,FR,47.95959,-1.49938,5927
Jacou,FR,43.66139,3.91222,5111
Ivry-sur-Seine,FR,48.81568,2.38487,57897
Itteville,FR,48.51536,2.34377,5650
Istres,FR,43.51345,4.98747,44373
Issy-les-Moulineaux,FR,48.82104,2.27718,61447
Issoudun,FR,46.94848,1.99362,14385
Issoire,FR,45.54422,3.24901,15984
Isle,FR,45.80461,1.22621,8085
Isbergues,FR,50.62328,2.45902,10067
Irigny,FR,45.67313,4.82243,8869
Ingré,FR,47.91995,1.82778,8001
Illzach,FR,47.7742,7.35175,15457
Illkirch-Graffenstaden,FR,48.52894,7.71523,27261
Ille-sur-Têt,FR,42.67083,2.62066,5470
Igny,FR,48.74437,2.22428,9968
Ifs,FR,49.14,-0.34899,9617
Hyères,FR,43.12038,6.12857,50487
Huningue,FR,47.60477,7.57782,6375
Houplines,FR,50.69499,2.91518,8119
Houilles,FR,48.92161,2.19263,31121
Houdain,FR,50.4504,2.53777,7622
Paris 04 Hôtel-de-Ville,FR,48.8601,2.3507,27332
Horbourg-Wihr,FR,48.08106,7.3938,5358
Honfleur,FR,49.41985,0.23294,8148
Homécourt,FR,49.22071,5.99242,6971
Hombourg-Haut,FR,49.12819,6.77066,9702
Hœnheim,FR,48.62224,7.75549,10921
Hirson,FR,49.92262,4.08259,11133
Hettange-Grande,FR,49.4065,6.15233,6922
Hersin-Coupigny,FR,50.44796,2.6494,6609
Hérouville-Saint-Clair,FR,49.21088,-0.30653,24258
Héricourt,FR,47.57305,6.76139,10985
Herblay-sur-Seine,FR,48.98994,2.1699,25153
Hennebont,FR,47.80479,-3.27812,14288
Hénin-Beaumont,FR,50.41359,2.96485,25371
Hendaye,FR,43.35809,-1.7744,14415
Hem,FR,50.65256,3.18681,19699
Heillecourt,FR,48.65049,6.19512,6327
Hazebrouck,FR,50.72374,2.53729,23307
Hayange,FR,49.32881,6.06278,15501
Hautmont,FR,50.25077,3.92143,15540
Yutz,FR,49.35571,6.1926,15659
Haute-Goulaine,FR,47.19904,-1.43012,5290
Haubourdin,FR,50.60826,2.99143,15694
Hasparren,FR,43.38394,-1.30523,6250
Harnes,FR,50.44643,2.90481,13569
Harfleur,FR,49.5066,0.19827,8286
Ham,FR,49.74721,3.07301,5698
Halluin,FR,50.78628,3.12611,20171
Haillicourt,FR,50.47519,2.57458,5121
Haguenau,FR,48.81557,7.79051,38721
Hagondange,FR,49.24879,6.16374,9039
Guyancourt,FR,48.77334,2.07393,31989
Gujan-Mestras,FR,44.636,-1.06815,19184
Guise,FR,49.90055,3.62801,6033
Guipavas,FR,48.43411,-4.40197,13755
Guingamp,FR,48.56259,-3.15289,9023
Guînes,FR,50.86708,1.87025,5342
Guilherand-Granges,FR,44.93278,4.87372,11365
Guilers,FR,48.42702,-4.55978,7328
Guichen,FR,47.96813,-1.79576,7142
Gueugnon,FR,46.60357,4.06286,8486
Guéret,FR,46.17185,1.87166,15853
Guérande,FR,47.32829,-2.42934,16523
Guer,FR,47.90404,-2.12031,6308
Guénange,FR,49.29945,6.20535,7409
Guebwiller,FR,47.91667,7.2,12548
Groslay,FR,48.98561,2.34736,7902
Grigny,FR,48.65412,2.39343,24940
Grigny-sur-Rhône,FR,45.60843,4.78976,8331
Gretz-Armainvilliers,FR,48.7412,2.73105,7831
Grenoble,FR,45.17869,5.71479,158552
Grenay,FR,50.44962,2.75168,6491
Grenade,FR,43.77128,1.29282,6486
Gray,FR,47.44575,5.59215,7402
Gravelines,FR,50.98651,2.12807,13137
Graulhet,FR,43.76688,1.98938,13057
Grasse,FR,43.65783,6.92537,47581
Granville,FR,48.83792,-1.59714,14289
Grand-Fort-Philippe,FR,50.99961,2.10784,6188
Grande-Synthe,FR,51.0154,2.29975,23213
Grand-Couronne,FR,49.35563,1.00647,9569
Grand-Charmont,FR,47.52674,6.82604,5347
Gradignan,FR,44.77362,-0.61395,24385
Grabels,FR,43.648,3.80144,6107
Gouvieux,FR,49.18705,2.41439,9526
Goussainville,FR,49.01367,2.46595,30047
Gournay-sur-Marne,FR,48.86223,2.58452,6073
Gournay-en-Bray,FR,49.48285,1.72471,6449
Gourin,FR,48.1395,-3.6077,5005
Gourdon,FR,44.73576,1.38071,5342
Gouesnou,FR,48.45297,-4.46495,6388
Gonesse,FR,48.98693,2.44892,26758
Golbey,FR,48.19764,6.43966,8623
Paris 13 Gobelins,FR,48.8322,2.3561,181271
Gleizé,FR,45.98916,4.69708,8749
Givors,FR,45.59063,4.76878,18198
Givet,FR,50.13796,4.82545,7448
Gisors,FR,49.28178,1.7801,12363
Gignac-la-Nerthe,FR,43.39287,5.23586,9146
Gignac,FR,43.65207,3.55096,5025
Gif-sur-Yvette,FR,48.68333,2.13333,23541
Gières,FR,45.17997,5.78935,6299
Gien,FR,47.69332,2.63094,15966
Gex,FR,46.33323,6.05766,9177
Gerzat,FR,45.82581,3.14473,9382
Gérardmer,FR,48.07346,6.87787,10084
Gentilly,FR,48.81294,2.3417,15939
Gennevilliers,FR,48.93333,2.3,42294
Genlis,FR,47.24203,5.22415,5453
Genas,FR,45.73131,5.00211,12878
Gémenos,FR,43.29751,5.62843,5727
Geispolsheim,FR,48.51603,7.64825,7410
Gauchy,FR,49.82765,3.27371,5676
Garges-lès-Gonesse,FR,48.96791,2.39781,39847
Gargenville,FR,48.98802,1.81176,6952
Garéoult,FR,43.32833,6.04616,5268
Gardanne,FR,43.45491,5.46913,21140
Garches,FR,48.84226,2.18232,18930
Gap,FR,44.55858,6.07868,42715
Gannat,FR,46.09987,3.19842,6096
Gan,FR,43.22852,-0.38713,5373
Gaillon,FR,49.16104,1.34016,6818
Gaillard,FR,46.1853,6.20693,11660
Gaillac,FR,43.9016,1.89686,12600
Gagny,FR,48.88333,2.53333,38134
Fuveau,FR,43.45578,5.56149,7845
Fumel,FR,44.49898,0.96725,5816
Frouzins,FR,43.51482,1.32523,6418
Frouard,FR,48.75994,6.13036,7119
Frontignan,FR,43.44775,3.75524,22251
Freyming-Merlebach,FR,49.15,6.78333,14507
Fresnes-sur-Escaut,FR,50.43382,3.57752,7573
Fresnes,FR,48.75568,2.32241,24803
Fréjus,FR,43.43325,6.73555,53098
Franconville,FR,48.98333,2.23333,34284
Francheville,FR,45.73637,4.76358,12053
Fourmies,FR,50.01532,4.04784,14151
Fouquières-lès-Lens,FR,50.42842,2.91321,7008
Foulayronnes,FR,44.24029,0.64516,5055
Fouillard,FR,48.1582,-1.57915,6737
Fougères,FR,48.35157,-1.19961,23719
Fouesnant,FR,47.89342,-4.0124,8722
Fos-sur-Mer,FR,43.43774,4.94457,17317
Fosses,FR,49.09808,2.50957,10543
Forbach,FR,49.18848,6.89255,21358
Fontenay-Trésigny,FR,48.70647,2.87047,5047
Fontenay-sous-Bois,FR,48.85442,2.48268,52075
Fontenay-le-Fleury,FR,48.81253,2.04863,12611
Fontenay-le-Comte,FR,46.46671,-0.80624,16316
Fontenay-aux-Roses,FR,48.79325,2.29275,24680
Fontaines-sur-Saône,FR,45.83572,4.8449,7129
Fontaine-lès-Dijon,FR,47.34238,5.02007,9234
Fontainebleau,FR,48.40908,2.70177,19717
Fontaine,FR,45.19275,5.68821,24588
Fonsorbes,FR,43.539,1.22882,7745
Fondettes,FR,47.4035,0.59686,9684
Foix,FR,42.96535,1.60705,9860
Florange,FR,49.32373,6.1212,10758
Floirac,FR,44.83061,-0.52675,16497
Flines-lez-Raches,FR,50.41667,3.18333,5567
Fleury-Mérogis,FR,48.6373,2.36378,9241
Fleury-les-Aubrais,FR,47.93328,1.91811,21085
Fleurance,FR,43.8494,0.66298,6564
Flers-en-Escrebieux,FR,50.3979,3.06038,5669
Flers,FR,48.73722,-0.57466,17430
Fismes,FR,49.30773,3.68607,5395
Firminy,FR,45.38956,4.2886,17902
Figeac,FR,44.60894,2.03155,11491
Feyzin,FR,45.67287,4.85894,9539
Feytiat,FR,45.81004,1.33107,5437
Feurs,FR,45.73337,4.22755,7901
Ferrière-la-Grande,FR,50.25521,3.99288,5834
Ferney-Voltaire,FR,46.25858,6.11063,7742
Fenain,FR,50.36667,3.3,5346
Feignies,FR,50.29806,3.91534,7370
Fécamp,FR,49.75787,0.37457,22003
Faverges,FR,45.75116,6.29151,6580
Faulquemont,FR,49.0491,6.59732,5553
Farébersviller,FR,49.11898,6.86914,7068
Fameck,FR,49.29895,6.10915,12291
Falaise,FR,48.89217,-0.19527,9107
Faches-Thumesnil,FR,50.58333,3.06667,16163
Fabrègues,FR,43.55131,3.77611,6607
Ézanville,FR,49.02794,2.36787,8950
Eysines,FR,44.88442,-0.65141,21394
Eyguières,FR,43.69481,5.03131,6475
Eybens,FR,45.14771,5.75014,10195
Évry,FR,48.6328,2.44049,51900
Évron,FR,48.15587,-0.40242,7808
Évreux,FR,49.02414,1.15082,57795
Évian-les-Bains,FR,46.40111,6.58793,8207
Eu,FR,50.04606,1.42079,8425
Étréchy,FR,48.49465,2.19489,6461
Étaples,FR,50.52194,1.63319,11397
Étampes,FR,48.43507,2.16233,23012
Estaires,FR,50.64574,2.72782,5979
Essey-lès-Nancy,FR,48.705,6.22691,8090
La Baule-Escoublac,FR,47.29221,-2.36395,17775
Escaudain,FR,50.33315,3.3443,9479
Escalquens,FR,43.51835,1.56093,6162
Esbly,FR,48.9052,2.81235,5609
Erstein,FR,48.42373,7.66262,9647
Ernée,FR,48.29722,-0.93263,6127
Ermont,FR,48.99004,2.25804,28117
Ergué-Gabéric,FR,47.99657,-4.02438,7326
Éragny,FR,49.01667,2.1,15385
Équeurdreville-Hainneville,FR,49.64868,-1.65306,18862
Épône,FR,48.95476,1.82233,6770
Épinay-sur-Seine,FR,48.9535,2.31514,46145
Épinay-sur-Orge,FR,48.67338,2.31074,9507
Épinay-sous-Sénart,FR,48.6897,2.51186,12826
Épinal,FR,48.18324,6.45304,39518
Épernon,FR,48.61031,1.67218,5266
Épernay,FR,49.04,3.95922,27082
Entraigues-sur-la-Sorgue,FR,44.0032,4.92657,7206
Ensisheim,FR,47.86584,7.35052,6940
Enghien-les-Bains,FR,48.96667,2.31667,10951
Paris 10 Entrepôt,FR,48.8709,2.3561,83873
Émerainville,FR,48.81276,2.62139,7002
Embrun,FR,44.56387,6.49526,7069
Paris 08 Élysée,FR,48.8763,2.3183,35317
Elne,FR,42.60432,2.97176,7007
Elbeuf,FR,49.28669,1.00288,17231
Élancourt,FR,48.78421,1.9552,30831
Éguilles,FR,43.56867,5.35575,7480
Égly,FR,48.57828,2.22417,5259
Égletons,FR,45.40637,2.04518,5316
Écully,FR,45.77437,4.77758,19437
Écouen,FR,49.02062,2.38309,7583
Eckbolsheim,FR,48.58075,7.68768,6253
Échirolles,FR,45.14603,5.71441,33088
Eaubonne,FR,48.99712,2.28249,24096
Dunkerque,FR,51.0344,2.37681,71287
Dugny,FR,48.95371,2.41734,10709
Dreux,FR,48.73649,1.36566,31058
Draveil,FR,48.68466,2.41418,29316
Drancy,FR,48.92578,2.44533,62488
Draguignan,FR,43.53692,6.46458,38573
Douvrin,FR,50.50916,2.83053,5199
Douvres-la-Délivrande,FR,49.29472,-0.38039,5182
Dourges,FR,50.43636,2.98589,5761
Dourdan,FR,48.52772,2.01113,10261
Doullens,FR,50.15724,2.34019,6295
Doué-la-Fontaine,FR,47.19329,-0.27633,8089
Douchy-les-Mines,FR,50.3008,3.3927,10296
Douarnenez,FR,48.09542,-4.32904,16590
Douai,FR,50.37069,3.07922,46531
Donges,FR,47.31824,-2.07538,6749
Dompierre-sur-Mer,FR,46.18828,-1.06353,5295
Domont,FR,49.02782,2.32638,16684
Domérat,FR,46.36036,2.53455,9015
